Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
GU,Manure applied to Soils,49,Cuba,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,47201276.7,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,49,Cuba,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,14160383.01,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,49,Cuba,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,9440255.341,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,50,Cyprus,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,5301182.611,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,50,Cyprus,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,1590354.783,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,50,Cyprus,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,1060236.522,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,167,Czechia,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,70248769.54,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,167,Czechia,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,21074630.86,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,167,Czechia,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,14049753.91,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,116,Democratic People's Republic of Korea,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,25064355.78,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,116,Democratic People's Republic of Korea,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,7519306.733,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,116,Democratic People's Republic of Korea,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,5012871.155,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,250,Democratic Republic of the Congo,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,17695894.23,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,250,Democratic Republic of the Congo,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,5308768.269,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,250,Democratic Republic of the Congo,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,3539178.846,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,54,Denmark,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,164461098.8,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,54,Denmark,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,49338329.64,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,54,Denmark,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,32892219.76,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,72,Djibouti,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,626444.5857,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,72,Djibouti,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,187933.3757,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,72,Djibouti,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,125288.9171,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,55,Dominica,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,378418.736,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,55,Dominica,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,113525.6208,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,55,Dominica,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,75683.7472,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,56,Dominican Republic,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,61570795.57,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,56,Dominican Republic,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,18471238.67,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,56,Dominican Republic,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,12314159.11,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,58,Ecuador,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,89396345.01,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,58,Ecuador,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,26818903.5,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,58,Ecuador,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,17879269,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,59,Egypt,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,32543170.94,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,59,Egypt,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,9762951.282,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,59,Egypt,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,6508634.188,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,60,El Salvador,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,14758887.4,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,60,El Salvador,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,4427666.219,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,60,El Salvador,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,2951777.479,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,61,Equatorial Guinea,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,148354.3555,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,61,Equatorial Guinea,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,44506.3066,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,61,Equatorial Guinea,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,29670.8711,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,178,Eritrea,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,6065058.286,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,178,Eritrea,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,1819517.486,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,178,Eritrea,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,1213011.657,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,63,Estonia,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,13653121.49,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,63,Estonia,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,4095936.447,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,63,Estonia,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,2730624.298,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,209,Eswatini,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,1851069.327,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,209,Eswatini,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,555320.798,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,209,Eswatini,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,370213.8653,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,238,Ethiopia,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,115133814.4,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,238,Ethiopia,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,34540144.32,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,238,Ethiopia,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,23026762.88,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,65,Falkland Islands (Malvinas),72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,54635.9787,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,65,Falkland Islands (Malvinas),723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,16390.7936,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,65,Falkland Islands (Malvinas),723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,10927.1957,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,64,Faroe Islands,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,206159.2142,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,64,Faroe Islands,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,61847.7643,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,64,Faroe Islands,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,41231.8428,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,66,Fiji,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,4211922.302,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,66,Fiji,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,1263576.691,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,66,Fiji,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,842384.4605,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,67,Finland,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,46440964.83,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,67,Finland,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,13932289.45,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,67,Finland,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,9288192.965,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,68,France,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,866993119.7,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,68,France,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,260097935.9,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,68,France,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,173398623.9,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,69,French Guiana,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,144648.5582,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,69,French Guiana,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,43394.5675,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,69,French Guiana,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,28929.7116,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,70,French Polynesia,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,365952.8668,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,70,French Polynesia,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,109785.86,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,70,French Polynesia,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,73190.5734,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,74,Gabon,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,3515091.415,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,74,Gabon,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,1054527.424,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,74,Gabon,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,703018.2829,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,75,Gambia,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,999482.0188,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,75,Gambia,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,299844.6056,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,75,Gambia,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,199896.4038,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,73,Georgia,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,6037035.097,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,73,Georgia,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,1811110.529,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,73,Georgia,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,1207407.019,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,79,Germany,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,758534523.3,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,79,Germany,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,227560357,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,79,Germany,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,151706904.7,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,81,Ghana,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,21327936.19,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,81,Ghana,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,6398380.857,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,81,Ghana,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,4265587.238,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,84,Greece,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,58771521.03,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,84,Greece,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,17631456.31,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,84,Greece,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,11754304.21,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,85,Greenland,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,19416.9445,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,85,Greenland,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,5825.0833,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,85,Greenland,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,3883.3889,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,86,Grenada,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,138415.6135,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,86,Grenada,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,41524.684,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,86,Grenada,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,27683.1227,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,87,Guadeloupe,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,366083.9508,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,87,Guadeloupe,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,109825.1852,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,87,Guadeloupe,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,73216.7902,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,88,Guam,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,148821.8033,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,88,Guam,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,44646.541,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,88,Guam,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,29764.3607,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,89,Guatemala,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,73485140.21,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,89,Guatemala,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,22045542.06,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,89,Guatemala,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,14697028.04,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,90,Guinea,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,12694064.68,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,90,Guinea,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,3808219.403,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,90,Guinea,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,2538812.935,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,175,Guinea-Bissau,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,7954311.184,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,175,Guinea-Bissau,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,2386293.355,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,175,Guinea-Bissau,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,1590862.237,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,91,Guyana,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,6827757.328,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,91,Guyana,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,2048327.198,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,91,Guyana,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,1365551.466,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,93,Haiti,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,23191301.39,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,93,Haiti,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,6957390.417,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,93,Haiti,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,4638260.278,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,95,Honduras,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,34759145.32,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,95,Honduras,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,10427743.6,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,95,Honduras,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,6951829.065,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,97,Hungary,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,79826439.38,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,97,Hungary,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,23947931.81,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,97,Hungary,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,15965287.88,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,99,Iceland,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,4232085.935,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,99,Iceland,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,1269625.781,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,99,Iceland,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,846417.187,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,100,India,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,2205254748,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,100,India,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,661576424.5,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,100,India,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,441050949.7,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,101,Indonesia,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,703261571.6,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,101,Indonesia,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,210978471.5,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,101,Indonesia,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,140652314.3,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,102,Iran (Islamic Republic of),72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,318956008.5,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,102,Iran (Islamic Republic of),723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,95686802.54,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,102,Iran (Islamic Republic of),723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,63791201.69,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,103,Iraq,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,12389909.52,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,103,Iraq,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,3716972.855,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,103,Iraq,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,2477981.903,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,104,Ireland,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,250862036.8,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,104,Ireland,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,75258611.04,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,104,Ireland,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,50172407.36,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,105,Israel,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,11098075.44,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,105,Israel,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,3329422.632,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,105,Israel,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,2219615.088,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,106,Italy,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,408457565.4,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,106,Italy,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,122537269.6,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,106,Italy,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,81691513.08,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,109,Jamaica,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,6499765.149,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,109,Jamaica,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,1949929.545,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,109,Jamaica,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,1299953.03,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,110,Japan,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,165010397.3,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,110,Japan,723812,Manure applied to soils that leaches (N content),1755,All Animals,2015,2015,kg,49503119.19,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,110,Japan,723811,Manure applied to soils that volatilises (N content),1755,All Animals,2015,2015,kg,33002079.46,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GU,Manure applied to Soils,112,Jordan,72381,Manure applied to soils (N content),1755,All Animals,2015,2015,kg,3218120.146,A,"Aggregate, may include official, semi-official, estimated or calculated data"
