iso3c,n_amr_events,health_expend_perc,ln_migrant_pop_per_capita,ln_population,ab_export_bin,english_spoken,human_consumption_ddd,ln_livestock_consumption_kg_per_pcu,ln_livestock_pcu,ln_ab_export_per_capita,ln_ab_import_per_capita,ln_gdp_per_capita,ln_tourism_outbound_per_capita,ln_tourism_inbound_per_capita,ln_pubcrawl_per_capita,ln_promed_mentions_per_capita
NPL,29,6.21927182,-3.953636915952945,17.111903972770286,0,0,NA,-11.255828698379782,21.96277506711321,1.7723794704949818,-1.3649093517263335,6.675259242443586,NA,NA,-13.119837697084147,-9.625851354907146
NLD,8,10.39499588,-2.146835928713048,16.645183701723305,1,0,4.111822128295898,-10.182386476396713,23.966105532549353,2.713503798197467,2.9836178996748344,10.718304248670936,NA,NA,-9.303679535891806,-8.691513923073508
NZL,16,9.30662416,-1.4861542489295765,15.340631641668898,1,1,10.858542442321777,-11.542401992338087,23.372770439824773,1.3141178873897956,0.06971237293938638,10.559959001716598,NA,-0.38440761901787807,-10.26657173660271,-7.442220548857298
NIC,0,7.9155865500000004,-5.040637854356654,15.643801229415429,0,0,NA,-10.009050643724905,20.800681225189887,1.7723794704949818,-1.6261863731796562,7.625521747376694,NA,-1.4525977216766597,-12.381732226322372,-9.44532251292312
NER,0,7.09101535,-4.6604753870315445,16.811325978061497,0,0,NA,-10.105403797402236,22.54107300784145,1.7723794704949818,-5.972353094303822,5.888471737528755,NA,NA,-12.042849392911268,-9.253853076446749
NGA,0,3.57255253,-5.01767233959022,19.014766682261538,0,1,NA,-10.0528696165119,22.451048285628655,1.7723794704949818,-2.0737892317503497,7.912214503486546,NA,-3.4046673280590505,-12.17117905730335,-9.348394838606504
MKD,0,6.35398538,-2.766665915997925,14.547555322553832,1,0,NA,-9.741963425879828,18.577781705772686,-3.476209308612779,0.299333116301926,8.484726428463137,NA,NA,-10.92140027794014,-9.249237956005794
NOR,41,10.10889268,-1.945123349522021,15.461975818345426,1,0,5.924830436706543,-11.667010505079842,22.68898841718366,-2.152705861446876,-0.6175069795596226,11.216613136864359,NA,NA,-9.466008380483945,-8.537363422296865
OMN,0,4.30537627,-0.8385252037066137,15.266503114973045,1,1,NA,-9.983279187885724,17.522926053644927,0.1909692719306276,-0.4380743460773293,9.68973026569262,0.23984099362932423,-0.4824889536876808,-10.996787126284092,-8.820783295587466
PAK,6,2.68711914,-4.00650307045739,19.110958632026875,1,1,7.0677900314331055,-10.028047702547532,23.173768155199742,-5.475731844554125,-0.791633873908893,7.21278679258872,NA,NA,-12.632113758457015,-10.021882347543732
PLW,0,10.51146942,-1.1374549244196899,9.779340559793246,NA,1,NA,NA,NA,1.7723794704949818,NA,9.672301914320691,NA,NA,-14.038281203938208,-7.9875810905651905
PAN,0,6.79468654,-3.067353165137436,15.193895471710801,1,1,NA,-9.73649763403138,20.244213372686687,-2.532393640035015,-1.1486912374158929,9.52005111972471,NA,-0.44111577548718034,-11.454143809766316,-9.86601930292122
PNG,6,2.50788426,-5.750902182795924,15.908334035798974,0,1,NA,-10.13681123967909,19.433404304273115,1.7723794704949818,-6.328017573644931,7.893327860445341,NA,-3.707273932092345,-11.416381183701684,-10.000251097630043
PRY,0,7.81978742,-3.7553685226111484,15.71593697058841,1,0,NA,-10.091441913788783,21.95257644557285,-6.6105127685617875,0.3282784950400293,8.59539491759972,-0.2385858213969879,-0.4889517529739477,-11.30270968576263,-8.649470000451453
PER,0,5.12107095,-5.814971002524316,17.232277239939883,1,0,3.3637797832489014,-9.663554107697792,22.234383374762114,-4.746529416756914,0.11679705913172188,8.736987411357182,NA,-1.9394896731438471,-11.638574388434183,-9.510928627321933
PHL,6,4.32136857,-6.177902279007345,18.44159267730963,1,1,2.2495124340057373,-9.755231205887204,22.74880662700847,-4.778285671057522,-0.9384062304755805,7.9610744781584435,NA,NA,-12.75204354445059,-10.266889794840168
POL,14,6.34338904,-4.116227684890349,17.452739074796696,1,0,9.26990795135498,-9.607922186847729,23.376238198322184,-3.2820825041135744,-0.4086826768314767,9.43925188703847,0.1537561602186688,0.7161799980194438,-10.255693735368693,-10.073730947168391
PRT,8,8.97184486,-2.515390711936675,16.153277063262863,1,0,9.265924453735352,-9.34321699813511,21.353247076105088,1.2824807185395357,1.9079439118658041,9.864869714114452,NA,NA,-10.276112121972695,-8.961095004549618
QAT,0,3.09957023,-0.41890414015245153,14.757745801403,1,1,NA,-9.647855276408553,17.160421989490143,-0.6952017430457446,-3.9735946946358682,11.051509124073897,NA,NA,-10.71410426938758,-8.210960390642477
ROU,0,4.94411454,-4.469519895240802,16.801974058851542,1,0,NA,-9.593153044891679,22.14704253413216,-0.11271354458138341,0.8375243784625673,9.102476563944991,-0.412478168015723,-0.7531213106353819,-10.92043349084624,-9.70608083775401
RUS,0,5.27700319,-2.515756935737982,18.78599633970678,1,0,6.238952159881592,-9.5086677844397,23.684940100603914,-3.9100656465765615,-0.5039294500050346,9.15514890840848,-1.428078231528828,-1.4521277803067747,-10.15359650477285,-8.789337256282858
RWA,0,6.51938268,-3.2484172335795067,16.24640715614408,0,1,NA,-10.14029112013329,19.822062879526754,1.7723794704949818,-4.0817947817059865,6.590413513560381,NA,-2.1700719798979065,-12.71925232266298,-10.000300390662517
KNA,0,5.15236898,-1.9285241307011418,10.843553403061053,NA,1,NA,-9.722635707343038,13.87119771776527,1.7723794704949818,NA,9.799754907768955,NA,3.007324298740513,-14.038281203938208,-7.547716537056723
LCA,0,5.39024405,-2.6409124933122774,12.09584474780854,NA,1,NA,NA,NA,1.7723794704949818,NA,9.133702938913451,NA,1.7501950151905574,-14.038281203938208,-7.552549965538535
WSM,0,5.67470959,-3.67020856595242,12.173099972657798,0,1,NA,NA,NA,1.7723794704949818,-2.5316364924610655,8.312298592602223,NA,-0.3308707605449693,-14.038281203938208,-10.786805611537908
SMR,0,6.80864925,-1.9535431981384859,10.412471481422747,NA,0,NA,NA,NA,1.7723794704949818,NA,10.73148436655404,NA,4.038557144264836,-14.038281203938208,-10.412471481422747
STP,0,5.349902,-4.42250771896052,12.203228605078438,0,1,NA,NA,NA,1.7723794704949818,0.15095494607954454,7.375168946393664,NA,NA,-14.038281203938208,-7.885740491542128
SAU,0,5.99834034,-1.1358650153710816,17.272384402215156,1,0,11.117453575134277,-9.57948390528796,21.550272431248608,-4.690584466840774,0.840166789836784,9.934401396588243,-0.23584034882888216,-0.37340545639280465,-10.751603814616837,-7.95759392888251
SEN,3,5.58568729,-4.014226546058416,16.49505558622915,0,0,NA,-10.149741688409735,20.236176460402476,1.7723794704949818,-5.4540515883806115,7.105592711604247,NA,-2.6656421230958838,-12.690560864816216,-8.56161719860166
SRB,15,9.40507907,-2.1733295824024688,15.77495484879656,1,0,10.637495994567871,-9.537581925124336,19.829672457259587,-0.4829606872818504,0.4079529667930355,8.627860828162072,NA,NA,-14.038281203938208,-9.749088874971244
SYC,0,3.34871697,-1.9883529520534495,11.444850029652843,0,1,NA,NA,NA,1.7723794704949818,-2.419238108718059,9.598682478799402,NA,1.1532647036533548,-14.038281203938208,-6.3949940224033055
SLE,0,20.4146101,-4.364730412795198,15.78568312255886,0,1,NA,-10.220283302257695,18.444593319611307,1.7723794704949818,-4.3887972139886395,6.377115397447176,NA,-5.443940639091576,-13.345134023378263,-6.707275421843502
SGP,2,4.18938631,-0.7774965877420692,15.526602485461757,1,1,5.656607151031494,-9.309860712759345,20.609798597319042,3.399044639007173,2.7518572690108707,10.926776595593628,NA,1.0122408971358854,-14.038281203938208,-8.589288404238074
SVK,0,6.86754028,-3.4213295369866428,15.506307419138757,1,0,9.241183280944824,-10.323492755645553,21.28683473446671,0.4565747384059783,-0.5817214556586706,9.69947687214852,-0.6694256528498215,1.379578955375273,-10.567263983113936,-9.832984151967265
SVN,3,8.50174063,-2.1684861452486963,14.539929151081072,1,0,6.274926662445068,-11.432584042884915,21.720909368146714,2.2094988865844187,3.123567969484699,9.946631653775839,0.8666516619591181,NA,-11.31702644977389,-8.956432842299373
SLB,0,5.24872732,-5.452387357847889,13.309868144790418,NA,1,NA,NA,NA,1.7723794704949818,NA,7.557195019540194,NA,NA,-14.038281203938208,-8.684895331506148
SOM,0,NA,-6.301772423265531,16.439976303468484,0,1,NA,-10.062599087249698,21.205155017083573,1.7723794704949818,-5.057318989862267,5.681725108715864,NA,NA,-11.923590581022983,-8.832098230189976
ZAF,26,8.19779026,-2.869311318563438,17.829844038401625,1,1,8.742663383483887,-9.835107310081385,23.014612445417693,-4.029699556198547,-0.37394445635511014,8.654279144201713,NA,-1.3787106132707256,-10.512611840728962,-9.044457451117468
KOR,46,7.04921624,-3.6489537829098224,17.74762922618088,1,1,10.941156387329102,-8.579455155489386,21.848392299320835,1.6615308185200157,1.4023008940079011,10.207476303948889,-0.9714955717761812,-1.3494805299352688,-10.938805203243419,-9.401224355744922
SSD,0,NA,-2.5651427380592335,16.18721659424373,0,1,NA,NA,NA,1.7723794704949818,-3.5385950243755278,7.020772604949657,NA,NA,-14.038281203938208,-8.83093671769298
ESP,63,9.12012883,-2.0713188794445365,17.653775757615602,1,0,14.290908813476562,-8.612676036032145,22.860628784717115,2.2728178751220227,1.852953808292543,10.15549134622353,-0.9689468509529972,0.8607049354074331,-10.470698232614275,-9.142198304985001
LKA,0,3.88992047,-6.294853497117806,16.858603402878103,0,1,3.8522536754608154,-10.253169637708284,20.407737118622517,1.7723794704949818,-1.1772606158186636,8.254211711189832,NA,-2.353451803683171,-12.961117870919232,-9.760227764287317
VCT,0,3.50632727,-3.1716609977484183,11.60046003840206,NA,1,NA,NA,NA,1.7723794704949818,NA,8.842297929840571,NA,0.6400140338454458,-14.038281203938208,-7.4733256533569685
PSE,28,NA,-2.816140845129278,15.267145930640151,1,1,NA,-10.132560728671612,15.745905061053792,-7.136497962479567,-0.3828322794283997,7.995593652406188,NA,-0.7318462611695095,-10.868902918544602,-8.764355884724527
SDN,0,6.80492247,-4.347287331329841,17.47658064118889,0,1,NA,-11.862515446194703,26.32881103078973,1.7723794704949818,-1.6078996871443336,7.818730170243423,NA,NA,-11.528802795510664,-9.366153403613863
SUR,0,6.70557138,-2.479753116407299,13.234160533375915,0,1,NA,-10.045724415825896,18.59900246191067,1.7723794704949818,-5.711219615303544,9.055086070880607,NA,-0.8926832508395377,-10.430874615847769,-7.896622453674596
SWE,23,11.00812884,-1.7877427230622513,16.097809878966537,1,0,4.819170951843262,-11.679032861776644,23.372589249699697,-2.345524720661332,0.21972299076151763,10.847338814856244,NA,NA,-9.430994065176641,-8.847174367067856
CHE,0,11.89380635,-1.222666367970611,15.929642856482122,1,1,5.158675670623779,-10.15163315380434,21.805977748142457,5.068734143721255,3.798743979524461,11.315469265543088,0.9808116251070909,NA,-9.236463002394325,-8.366442264124052
TJK,0,6.85367879,-3.4254126730533554,15.950153572145025,0,0,NA,-10.137361073854418,19.703500229860985,1.7723794704949818,-6.661464233757865,6.834211916724126,NA,-3.016532319337573,-12.16792173300233,-9.57003103524526
TZA,3,3.78969995,-5.283629185976634,17.75675508546043,0,1,NA,-10.131068583707572,22.98390671962497,1.7723794704949818,-3.41703564834864,6.824681380874943,NA,-3.8128513127277572,-12.174549300023324,-10.118075261584318
THA,0,3.6669476,-2.8655901245106974,18.045470957595626,1,0,7.045285224914551,-9.555612715763553,22.937449688260266,-0.9468616500458916,0.8872347586167076,8.672494114809812,NA,NA,-12.291040037872513,-9.80218843454725
TLS,0,3.49424362,-4.704301073761203,13.994745689979048,NA,0,NA,-10.702214122028124,18.3789695875226,1.7723794704949818,NA,7.8575403271368724,NA,NA,-12.064258389115967,-10.498238128512567
TGO,0,6.24938169,-3.2753427640368455,15.80655221366734,0,0,NA,-10.086810789295889,18.959425876949076,1.7723794704949818,-2.3842378111590907,6.346829923820076,NA,NA,-11.296818280810482,-9.446978344994964
TON,0,4.66809287,-2.867059810237314,11.520705124789052,NA,1,NA,NA,NA,1.7723794704949818,NA,8.371158353230832,NA,-0.32798492397616413,-14.038281203938208,-8.74811640254927
TTO,5,6.21744691,-3.3131251428754456,14.13056068520725,0,1,NA,-9.438869062317243,19.657071688083203,1.7723794704949818,-2.69089432201394,9.81409357615688,NA,-0.9709015230592253,-10.66240673823412,-8.988897128704592
TUN,34,7.00675038,-5.284085337718848,16.22963246396347,1,0,18.02602767944336,-9.705665356035682,20.42314337924669,-3.495658812336933,1.2867589895956373,8.258859810107666,NA,NA,-11.329427114877687,-8.26930883481463
TUR,49,4.13853307,-3.2766244900465344,18.178983749536414,1,0,18.456716537475586,-9.73534450445778,22.617354407270923,-2.0546270678013268,0.919904298718181,9.300978254198307,NA,-0.6471244954686594,-11.473780505337068,-10.300828413033091
TKM,0,6.2979362,-3.344221724423001,15.53205911368902,0,0,NA,-9.99325622826838,19.8504792017575,1.7723794704949818,-2.4034950006430873,8.76914663578623,NA,NA,-11.046960362383702,-9.170756636116025
TUV,0,14.11487819,-4.365850402773811,9.31461029315198,NA,1,NA,NA,NA,1.7723794704949818,NA,8.07021699048557,NA,NA,-14.038281203938208,-6.270087855428557
UGA,0,6.33395034,-3.931889257277533,17.45901216059211,1,1,NA,-10.13164368464717,22.014151557683334,-7.119579116020664,-3.134575766315789,6.563885199701412,NA,NA,-11.742343178781226,-8.801361616480616
UKR,0,6.9562258,-2.234219479253112,17.625590069726382,1,0,NA,-9.681746501545774,22.477914255009704,-1.2113979585288948,-0.2387893883478225,7.60887542966516,-0.6600822791966885,-1.2432089241226782,-11.336409175312095,-8.776937183512477
ARE,0,3.58545347,-0.13475502240291126,16.04152773253933,1,1,10.523001670837402,-9.702963767415758,18.97802473364979,-2.3742283614973654,1.250899737126421,10.562648276263543,NA,NA,-10.56201689107584,-8.888476097601849
GBR,22,9.79273451,-2.0312415036459908,17.991878342268944,1,1,9.038745880126953,-10.159054410558477,23.572162166979926,1.0768918859886094,1.4755988944663005,10.713664194336932,0.009035508864397409,-0.5896594928018597,-9.160209369294716,-8.282764685050946
USA,133,16.81565916,-1.928457199841215,19.586149717863176,1,1,10.297452926635742,-9.335852622158978,25.291760666735456,1.435210112203074,0.8898908605613939,10.947352737233075,-0.9003086221413178,-0.5970010533950912,-8.889509268993917,-8.163444408875534
URY,9,9.00828933,-3.8611859979766243,15.04281182533935,1,0,6.612402439117432,-10.111266085414076,22.365296458741867,-2.815654041948035,0.6530940288478557,9.655908129387884,NA,-0.03763024775999826,-10.580364551955324,-9.002557114061934
UZB,0,6.0955821,-3.285811123330303,17.259093511122856,0,0,NA,-10.101796335487375,21.49879772424394,1.7723794704949818,-1.7811249780597695,7.869028988111342,-2.1933947250356836,-2.792299976697336,-11.61893665176293,-11.361939643486116
VUT,0,4.15322859,-4.443518375219986,12.510353689637322,NA,1,NA,-10.390183381673367,17.795153968389055,1.7723794704949818,NA,7.93806725906787,NA,0.056883805104435525,-14.038281203938208,-8.206288596433152
VNM,2,5.65262114,-7.1492566318978605,18.344631707613406,1,1,9.423290252685547,-9.709205870538364,22.96962366285559,-4.048676326132499,0.91518759403623,7.642572806477063,NA,-2.456704222906261,-13.118783344447097,-9.420507815927394
YEM,0,5.60372913,-4.343797949588242,17.092575627406035,0,0,NA,-9.881002371771729,20.336194940568113,1.7723794704949818,-2.558924911649323,7.38320922331826,NA,-4.198368343139461,-12.634125731243026,-9.856236284651692
ZMB,0,4.43510226,-4.8214095138643405,16.58053077367893,0,1,NA,-10.184727048251945,20.38525259700798,1.7723794704949818,-2.7732195586423174,7.198778998259188,NA,NA,-12.143914397798412,-9.053813212326226
ZWE,0,9.25619679,-3.544857861244903,16.441238661111157,1,1,NA,-10.143579408580326,20.325077913012468,-8.88115819608933,-2.0766565738905625,7.275913777183698,NA,-1.9044794924760642,-12.207542630891908,-8.255331179628834
