iso3c,n_amr_events,pubs_sum,promed_mentions,gdp_dollars,health_expend_perc,migrant_pop_perc,population,english_spoken,human_consumption_ddd,country,region,continent,ab_export_perc,ab_import_perc,livestock_consumption_kg_per_capita,gdp_per_capita,tourism_outbound_perc,tourism_inbound_perc,pubs_sum_per_capita,promed_mentions_per_capita
DJI,0,3.59652599,117,1633741922.68737,4.38930145,12.29232609002476,913993,FALSE,NA,Djibouti,Eastern Africa,Africa,0,0.041665026192160545,NA,1787.4775000326808,NA,NA,3.9349601036331785e-6,1.2800973311611797e-4
DMA,0,0,314,540830670,5.45513319,9.440456288720622,71183,TRUE,NA,Dominica,Caribbean,Americas,0.029163286911964514,0.009423282152249243,NA,7597.750446033463,NA,502.92907014315216,0,0.0044111655872891
DNK,11,463.0911328,1069,302673068765.972,10.27382498,10.073400413091761,5683483,FALSE,6.7180066108703613,Denmark,Northern Europe,Europe,0.056925461364129994,0.00417432753812963,0.0020585968146645288,53254.85600396306,NA,496.33297046898883,8.148016503260413e-5,1.8808888845097275e-4
DOM,0,64.94011122,1509,68802092020.9448,6.04389175,4.041790835738906,10281680,FALSE,2.4403276443481445,Dominican Republic,Caribbean,Americas,8.203361313899909e-4,0.013455583279621432,NA,6691.71691989488,NA,59.610880712101526,6.316099238645825e-6,1.4676589818006397e-4
DZA,22,515.2499396,4782,165979277276.907,6.98289165,0.610125975303328,39728025,FALSE,15.404080390930176,Algeria,Northern Africa,Africa,0,0.04531805817813697,NA,4177.888965708892,NA,4.304266320815092,1.2969432525276551e-5,1.2036843009437293e-4
ECU,0,104.3082455,1329,99290381000,8.58845682,2.390282025312083,16212020,FALSE,6.6542634963989258,Ecuador,South America,Americas,3.6595992113274295e-4,0.02748722982541481,NA,6124.491642620722,NA,9.52379777473751,6.434006712303587e-6,8.197621271130926e-5
EGY,36,485.283851,6523,332698041030.807,4.62285691,0.5318362766443464,92442547,FALSE,9.1040182113647461,Egypt,Northern Africa,Africa,1.0832254944555837e-4,0.04790906643337904,NA,3598.970948202098,NA,10.090591727205439,5.249572483112133e-6,7.056274639425502e-5
ERI,0,19.32347083,68,NA,2.96577289,NA,NA,FALSE,NA,Eritrea,Eastern Africa,Africa,NA,NA,NA,NA,NA,NA,NA,NA
ESP,64,1316.95499,4972,1199084183705.08,9.12012883,12.601946756961032,46444832,FALSE,14.290908813476562,Spain,Southern Europe,Europe,0.03759758789470304,0.02470673379533668,0.03759298774081043,25817.38660837615,37.94824793423734,236.4827156657602,2.835525360496513e-5,1.0705173828597335e-4
EST,0,41.42775183,278,22904456871.8171,6.48181399,15.382919507042308,1315407,FALSE,4.3686060905456543,Estonia,Northern Europe,Europe,5.492417510881572e-4,0.017909289545509185,0.005777679455864231,17412.44867316131,NA,433.0218707974034,3.149424613826747e-5,2.1134143272766529e-4
ETH,0,164.4954134,1326,64464547915.2698,3.97593223,1.0640592320213391,100835458,FALSE,NA,Ethiopia,Eastern Africa,Africa,0,0.019681781398166964,NA,639.3043597349437,NA,NA,1.6313250979630598e-6,1.3150136135643873e-5
FJI,0,0,167,4682546881.15833,3.56886339,1.583073056674499,868627,TRUE,NA,Fiji,Melanesia,Oceania,0,3.1307748479762216e-5,NA,5390.745257928121,NA,100.04294133154967,0,1.9225743616074564e-4
FLK,0,0,1,NA,NA,NA,NA,NA,NA,Falkland Islands,South America,Americas,NA,NA,NA,NA,NA,NA,NA,NA
REU,0,0,553,NA,NA,NA,NA,NA,NA,Réunion,Eastern Africa,Africa,NA,NA,NA,NA,NA,NA,NA,NA
MYT,0,0,121,NA,NA,NA,NA,NA,NA,Mayotte,Eastern Africa,Africa,NA,NA,NA,NA,NA,NA,NA,NA
GUF,0,10.7241804,266,NA,NA,NA,NA,NA,NA,French Guiana,South America,Americas,NA,NA,NA,NA,NA,NA,NA,NA
MTQ,0,0,331,NA,NA,NA,NA,NA,NA,Martinique,Caribbean,Americas,NA,NA,NA,NA,NA,NA,NA,NA
GLP,0,0,294,NA,NA,NA,NA,NA,NA,Guadeloupe,Caribbean,Americas,NA,NA,NA,NA,NA,NA,NA,NA
FRA,96,4000.189548,5836,2438207896251.84,11.50136047,11.689479699824755,66593366,FALSE,12.889975547790527,France,Western Europe,Europe,0.005816718166158838,0.043143230662860105,0.014971461271382498,36613.3752159613,45.96253626825231,305.2886679432903,6.006888956476535e-5,8.763635705094109e-5
FRO,0,0,11,2518096285.61661,NA,11.481550852219517,48051,NA,NA,Faroe Islands,Northern Europe,Europe,NA,NA,NA,52404.65933313792,NA,NA,0,2.2892343551643047e-4
GAB,0,35.12050321,607,14377324797.637,2.65743937,13.77963388349046,1947686,FALSE,NA,Gabon,Middle Africa,Africa,9.288236989815248e-5,0,NA,7381.746748519525,NA,NA,1.8031912335972022e-5,3.1165187817748855e-4
GBR,30,6847.70592,16467,2896420586534.4,9.79273451,13.117256879404048,65128861,TRUE,9.0387458801269531,United Kingdom,Northern Europe,Europe,0.006600853000384145,0.009834591263930617,0.006494816483893369,44472.15170144615,100.90764522966246,55.45160693045131,1.0514088247297923e-4,2.5283721758929576e-4
GEO,0,34.99401511,1295,13993566297.9774,7.93235924,4.531261576323472,3725276,FALSE,NA,Georgia,Western Asia,Asia,0,0.0027325979800822435,NA,3756.383768069104,NA,141.09021720806726,9.393670458242557e-6,3.476252497801505e-4
GGY,0,0,185,NA,NA,NA,NA,NA,NA,Guernsey,Northern Europe,Europe,NA,NA,NA,NA,NA,NA,NA,NA
GHA,0,361.8895128,3953,49181854795.298,6.08769695,1.4344071940294167,27849205,TRUE,NA,Ghana,Western Africa,Africa,0,0.03243785755214183,NA,1766.0057008915694,NA,NA,1.2994608384691771e-5,1.4194301058145106e-4
GIN,0,30.41772608,14440,8794202443.67754,5.82712195,1.9979989657182484,11432088,FALSE,NA,Guinea,Western Africa,Africa,0,3.9334766536866853e-4,NA,769.2560137463549,NA,NA,2.6607323246637013e-6,0.001263111340640485
GMB,0,5.169455657,379,1394149615.82075,4.76148864,9.2307249767482,2085860,TRUE,NA,Gambia,Western Africa,Africa,0,0.0022472480460108803,NA,668.3812028711179,NA,NA,2.478332993105961e-6,1.816996346830564e-4
GNB,0,5.799527687,822,1047808175.00057,6.51981283,1.28557300762951,1737202,FALSE,NA,Guinea-Bissau,Western Africa,Africa,0,1.6644267926226584e-4,NA,603.158512942404,NA,NA,3.3384302383948443e-6,4.731746797436337e-4
GNQ,0,3.754344879,173,13180195435.1132,2.70818175,0.9263474611661452,1168568,FALSE,NA,Equatorial Guinea,Middle Africa,Africa,0,1.0939898479491826e-4,NA,11278.928941330927,NA,NA,3.212773992613181e-6,1.4804444414017842e-4
GRC,37,520.7966002,1257,196591353761.226,8.19431265,11.48255646050327,10820883,FALSE,14.629643440246582,Greece,Southern Europe,Europe,4.1409293156846876e-4,0.028032620807390444,NA,18167.773716916265,NA,241.3296585870118,4.8128844956552985e-5,1.1616427236113726e-4
GRD,0,0,63,997007925.925926,4.86385599,6.438927362475935,109599,TRUE,NA,Grenada,Caribbean,Americas,NA,NA,NA,9096.870645954123,NA,398.7262657505999,0,5.748227629814141e-4
GRL,0,3.764528326,28,2499115623.00272,NA,10.708557579213743,56114,NA,NA,Greenland,Northern America,Americas,0,9.18680984132082e-5,NA,44536.401308099936,NA,NA,6.708714983783014e-5,4.989842107139039e-4
GTM,0,60.68053438,478,63767597193.9175,5.51590055,0.46978823903799244,16252429,FALSE,NA,Guatemala,Central America,Americas,0.004380064096670114,0.015208435564081522,NA,3923.573343647125,6.952806869668528,11.475207798169738,3.7336286397559404e-6,2.9410988351341207e-5
GUM,0,0,78,5710000000,NA,47.01117680858557,161853,NA,NA,Guam,Micronesia,Oceania,NA,NA,NA,35278.92593896931,NA,NA,0,4.81918778150544e-4
GUY,0,23.41217777,274,3197225181.59806,4.45280875,2.0046075743518643,767432,TRUE,NA,Guyana,South America,Americas,0,6.279523292746288e-4,NA,4166.134825754021,NA,NA,3.0507169065141926e-5,3.570348903876826e-4
HND,0,23.8807621,579,20833948912.2897,7.71396922,0.3080243469818003,9112916,TRUE,NA,Honduras,Central America,Americas,0,0.004204848556018282,NA,2286.200038746072,12.61945133698149,22.96740143330631,2.6205401322694073e-6,6.35361941227155e-5
HRV,21,114.1757902,300,49519006809.2676,7.15420884,13.723533425127581,4203604,FALSE,10.596867561340332,Croatia,Southern Europe,Europe,0.10932374608908414,0.06497734862480756,NA,11780.131241969415,103.60157617130443,1328.8121335882258,2.716140488019328e-5,7.136733146128893e-5
HTI,0,22.52691792,3488,8724656126.49849,5.3723227,0.36958388831533734,10695542,FALSE,NA,Haiti,Caribbean,Americas,0,4.0408469387032527e-4,NA,815.7282844103169,NA,11.12613086835618,2.1061969482238486e-6,3.261171804103055e-4
HUN,0,297.6801813,461,123074092703.141,7.12069992,4.56802520525188,9843028,FALSE,7.2820863723754883,Hungary,Eastern Europe,Europe,0.07055011219090142,0.020088274767650613,0.02092851915081416,12503.682068479437,175.51509555799294,491.1598341485974,3.0242744539586802e-5,4.683518120643363e-5
IDN,4,1169.008608,2964,860854235065.079,3.0053613,0.12727063088019913,258383256,FALSE,3.6412718296051025,Indonesia,South-Eastern Asia,Asia,2.7941431917543624e-5,0.010616502106548955,NA,3331.695127586282,NA,4.027737772605513,4.524320291095024e-6,1.147133156337344e-5
IMN,0,5.756801982,39,6792417112.29947,NA,54.32996131388615,83234,NA,NA,Isle of Man,Northern Europe,Europe,NA,NA,NA,81606.28003339344,NA,NA,6.916406735228392e-5,4.6855852175793546e-4
IND,129,3702.315134,23477,2103587813812.75,3.59770551,0.40002674406421707,1310152403,TRUE,4.957768440246582,India,Southern Asia,Asia,0.04239593000558171,0.04667823267003414,NA,1605.6054310902562,NA,NA,2.8258660027050305e-6,1.7919289348507955e-5
CCK,0,NA,NA,NA,NA,NA,NA,NA,NA,Cocos (Keeling) Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CXR,0,NA,1,NA,NA,NA,NA,NA,NA,Christmas Island,NA,Oceania,NA,NA,NA,NA,NA,NA,NA,NA
IRL,38,203.237572,1012,291499812103.645,7.44604196,15.871263816321587,4701957,TRUE,11.411356925964355,Ireland,Northern Europe,Europe,0.2269752505757196,0.046748580195155466,0.020417030610871176,61995.42277899288,150.87334911825013,NA,4.322403884169932e-5,2.1522953102293366e-4
IRN,33,846.4375545,967,385874474398.59,7.76057939,3.4734909697732443,78492215,FALSE,NA,Iran,Southern Asia,Asia,2.9121387252976225e-5,0.02855956258100774,NA,4916.085937931424,8.433957431319781,6.67199925495796,1.07837134485248e-5,1.2319693105870435e-5
IRQ,0,159.999492,1850,177498577312.923,3.10581652,0.9948229042848865,35572261,FALSE,NA,Iraq,Western Asia,Asia,0,0.0012500235402385163,NA,4989.803074730701,NA,NA,4.497872429306644e-6,5.2006815085495974e-5
ISL,0,58.40090471,1212,17344165907.2129,8.34576615,11.342291008569745,330815,FALSE,NA,Iceland,Northern Europe,Europe,5.203478822954976e-5,0.03947773410742405,0.002720553783836888,52428.59576262533,NA,419.87213397215965,1.7653644698698668e-4,0.0036636790955670087
ISR,2,388.271317,2613,300470790394.923,7.37530683,24.006002315008175,8380100,FALSE,NA,Israel,Western Asia,Asia,0.0052145787380551804,0.01361442196635271,NA,35855.275043844704,NA,37.09979594515578,4.633253982649372e-5,3.118101215975943e-4
ITA,59,4817.921272,3842,1832273032580.67,8.98541669,9.532059152668749,60730582,FALSE,11.4661865234375,Italy,Southern Europe,Europe,0.04275181342088066,0.08624737453480064,0.03174677298498473,30170.516603655633,94.54544664169363,133.48793528769409,7.933270377682202e-5,6.326301961011999e-5
SMR,0,NA,1,1523012088.2777,6.80864925,14.177085837941814,33272,FALSE,NA,San Marino,Southern Europe,Europe,NA,NA,NA,45774.587890048686,NA,5674.440971387353,NA,3.0055301755229622e-5
JAM,0,28.67567405,254,14145469269.457,5.65847448,0.8013431932870775,2891021,TRUE,NA,Jamaica,Caribbean,Americas,0,0.002637855718266486,NA,4892.897446769498,NA,127.70574824603487,9.918874352694084e-6,8.785823416709875e-5
JEY,0,NA,7,NA,NA,NA,NA,NA,NA,Jersey,Northern Europe,Europe,NA,NA,NA,NA,NA,NA,NA,NA
JOR,0,100.0059205,918,37968970380.8181,6.2844915,33.58334659785304,9266575,FALSE,6.2964940071105957,Jordan,Western Asia,Asia,0.005122087800891524,0.11405188957106227,NA,4097.411436352492,17.6224764813321,51.89619681489655,1.0792112565861713e-5,9.906572816817433e-5
JPN,79,4154.523941,4400,4389475622588.97,10.87187938,1.6075671891836623,127141000,FALSE,5.2991757392883301,Japan,Eastern Asia,Asia,0.008986926870716533,0.009100065170982816,0.005158214108745409,34524.46986093369,12.752770546086628,15.523709896886134,3.267650829394138e-5,3.4607247072148245e-5
KAZ,0,523.2148076,1500,184388432148.715,3.08749265,20.217848843565847,17542806,FALSE,7.5210442543029785,Kazakhstan,Central Asia,Asia,0,0.00317187082283066,NA,10510.771888414829,64.43096959517194,36.65320131796476,2.9825035265167952e-5,8.550513526741389e-5
KEN,9,154.7437467,5745,64007750178.5974,4.89013852,2.2648176411143446,47878336,TRUE,NA,Kenya,Eastern Africa,Africa,4.427276372147122e-5,0.019216015194536126,NA,1336.8833490495033,NA,2.466668849978412,3.232020149990175e-6,1.1999163880716322e-4
KGZ,0,83.85923114,773,6678178340.45121,7.21937462,3.431012775101143,5956900,FALSE,NA,Kyrgyzstan,Central Asia,Asia,0,0.002523034896798156,NA,1121.0828351073897,67.28331850459132,67.14902046366399,1.4077663069717472e-5,1.2976548204603064e-4
KHM,0,34.5656758,2626,18049954289.4229,6.17148507,0.47652163111712087,15521436,FALSE,NA,Cambodia,South-Eastern Asia,Asia,0,0.028196787750218305,NA,1162.9049199715091,NA,NA,2.2269637809285174e-6,1.691853769200221e-4
KIR,0,0,30,171117872.436331,7.84410495,2.8423330027945553,110930,TRUE,NA,Kiribati,Micronesia,Oceania,NA,NA,NA,1542.5752495838005,NA,7.392049039935094,0,2.704408185342108e-4
KNA,0,0,27,936314411.47037,5.15236898,14.536257641153838,51203,TRUE,NA,St. Kitts & Nevis,Caribbean,Americas,NA,NA,NA,18286.3193850042,NA,2023.3189461554987,0,5.273128527625335e-4
KOR,46,905.8049745,4215,1382764027113.82,7.04921624,2.601833537139615,51014947,FALSE,10.941156387329102,South Korea,Eastern Asia,Asia,0.01943314239891498,0.014995498484495367,0.01653284085544576,27105.076226264042,37.851651595364785,25.937496318480935,1.7755678046671302e-5,8.26228438500583e-5
KWT,8,147.2566235,257,114567298105.683,4.01473617,74.724755585254,3835591,FALSE,6.2836451530456543,Kuwait,Western Asia,Asia,0,5.356802160367587e-4,NA,29869.529390824777,NA,180.96298588665996,3.839216003478994e-5,6.700401580877627e-5
LAO,0,29.06392962,999,14390391264.2607,2.45366446,0.3299726872095086,6741164,FALSE,NA,Laos,South-Eastern Asia,Asia,0,8.004368879536343e-4,NA,2134.7042238196104,45.496593763332264,69.483549131871,4.311411147985719e-6,1.4819399142343962e-4
